Title,Naverlink,Script,Date
"정의당, 민주노동당으로 당명 변경…당원 투표 71.4% 찬성",https://n.news.naver.com/mnews/article/028/0002744343?sid=100,"정의당은 이날 지난 2일부터 치른 당원총투표 결과 <b>21대 대선</b>에 내세울 당명을 ‘민주노동당’으로 바꾸기로 최종 결정했다고 밝혔다. 찬성률은 71.4%(2687명), 투표율은 35.7%(3930명)이다. 정의당은 또다른 원외...","Mon, 05 May 2025 18:00:00 +0900"
<b>대선</b>앞 '한탕민국'… 정치테마株 기승,https://n.news.naver.com/mnews/article/009/0005487317?sid=101,"<b>21대</b> 총선이 있었던 2020년에 363건으로 많았고, 지난해에는 209건이었다. 올 들어 1월 20건이었던 투자경고 종목은 3월 6건으로 줄었으나 4월에는 조기 <b>대선</b>을 앞두고 정치테마주가 급등락하면서 56건에 달했다. 지난 <b>대선</b>...","Mon, 05 May 2025 17:48:00 +0900"
<b>21대 대선</b> 재외투표 유권자 25만8254명…14.2% 증가,https://n.news.naver.com/mnews/article/421/0008232105?sid=154,"중앙선거관리위원회는 5일 제<b>21대</b> 대통령 선거의 재외투표 유권자 수가 총 25만 8254명(국외 부재자 22만 9531명, 재외선거인 2만 8723명)으로 확정됐다고 밝혔다. 이는 지난 제20대 <b>대선</b>과 비교하면 14.2% 증가, 제19대...","Mon, 05 May 2025 17:35:00 +0900"
"[단독] 지자체 ‘<b>대선</b>공약 건의’ 사업비 1068조, 정부 예산보다 많아",https://n.news.naver.com/mnews/article/028/0002744339?sid=102,6월3일 치러지는 <b>21대</b> 대통령선거가 한달도 남지 않은 가운데 전국 지방자치단체들이 지역 숙원 사업을 ‘<b>대선</b>공약’에 반영하기 위한 총력전에 돌입했다. <b>대선</b> 후보의 공약에 반영되면 선거가 끝난 뒤 새정부가...,"Mon, 05 May 2025 17:34:00 +0900"
"사법 쿠데타' 강금실 &quot;속전속결 재판, 이재명 방어권 침해&quot;",https://n.news.naver.com/mnews/article/018/0006006042?sid=100,제<b>21대</b> 대통령선거 중앙선거대책위원회 출범식에서 발언을 하고 있다. (사진=이데일리 노진환 기자) 강금실 민주당 총괄선거대책위원장은 5일 오후 국회 기자간담회에서 “속전속결로 <b>대선</b> 기간 중 결론을 내겠다는 것은...,"Mon, 05 May 2025 17:07:00 +0900"
[매경이코노미스트] 세대상생을 위한 정책선거를 바란다,https://n.news.naver.com/mnews/article/009/0005487270?sid=110,"이번 <b>21대 대선</b>에 등장한 돌봄 공약도 고령 환자와 장애인에 한정돼 있으며, 청년들의 돌봄 부담을 줄여주기 위한 공약은 보이지 않는다. 현재 중산층 맞벌이 근로자 부부 한 명분의 급여가 재가 돌봄 비용으로 지출되고...","Mon, 05 May 2025 17:06:00 +0900"
"김문수, 한덕수 만남 제안 거절…국민의힘, '즉각 단일화' 전방위 압박",https://n.news.naver.com/mnews/article/008/0005189812?sid=154,이들은 &quot;대한민국의 명분을 가를 <b>21대 대선</b>이 한 달도 채 남지 않았다&quot;며 &quot;백척간두에 선 지금의 대한민국 상황에서 현재와 같은 다자구도로 대선이 치러질 경우 결과는 뻔하다&quot;고 밝혔다. 또 &quot;김문수 후보와 한덕수 후보가...,"Mon, 05 May 2025 17:06:00 +0900"
"한덕수-이낙연, 6일 서울서 오찬 회동…이낙연 제안으로 성사",https://n.news.naver.com/mnews/article/079/0004020687?sid=154,"무소속 한덕수 제<b>21대</b> 대통령선거 예비후보와 이낙연 전 국무총리가 오는 6일 서울 중구에서 오찬 회동을... 이 전 총리는 최근 <b>대선</b> 출마를 공식화하며, 한 후보와의 단일화 가능성도 시사한 바 있다. ※CBS노컷뉴스는...","Mon, 05 May 2025 16:34:00 +0900"
"한덕수, 오늘 손학규 만찬 이어 내일 이낙연과 오찬 회동 [<b>대선</b> 2025]",https://n.news.naver.com/mnews/article/374/0000438838?sid=101,"한덕수 제<b>21대</b> 대통령선거 무소속 예비 후보는 내일(6일) 오후 12시 30분 서울 중구 소재 레스토랑에서 이낙연... 한 후보는 김문수 국민의힘 <b>대선</b> 후보와 단일화에도 적극적으로 뛰어들고 있으며, 이른바 '개헌 빅텐트'를...","Mon, 05 May 2025 16:16:00 +0900"
&quot;단일화 없인 <b>대선</b> 승리 없다&quot; 김문수-한덕수 결단 내려야,https://n.news.naver.com/mnews/article/088/0000945951?sid=100,"6월 3일 열리는 제<b>21대</b> 대통령 선거 보수 진영 대표가 되기 위한 김문수 국민의힘 <b>대선</b> 후보, 한덕수 무소속 <b>대선</b> 예비후보 간 수싸움이 본격화하고 있다. 지지율에서 앞선 한 후보는 김 후보를 향해 빠른 시일 내에 만나...","Mon, 05 May 2025 16:08:00 +0900"
한덕수의 ‘빅텐트 잰걸음’… 손학규 이어 이낙연과 6일 오찬 회동,https://n.news.naver.com/mnews/article/366/0001074728?sid=154,"舊민주당 주요 인사와 손잡나 한덕수 제<b>21대</b> 대통령선거 무소속 예비 후보는 6일 오후 12시 30분 서울 중구... 한 후보는 김문수 국민의힘 <b>대선</b> 후보와 단일화에도 적극적으로 뛰어들고 있으며, 이른바 ‘개헌 빅텐트’를...","Mon, 05 May 2025 16:08:00 +0900"
"[여론조사③] 국민의힘 지지층, '단일화 찬성' 92%‥'한덕수로' 63%",https://n.news.naver.com/mnews/article/214/0001422332?sid=154,"제<b>21대</b> 대통령 선거를 한 달 앞두고 MBC가 실시한 여론조사에서, 국민의힘 지지층 10명 중 9명은 김문수... 한편, <b>대선</b>을 앞두고 국민의힘이 윤석열 전 대통령과 어떤 관계를 가져가야 하는지 묻는 질문에는...","Mon, 05 May 2025 16:04:00 +0900"
"[여론조사②] 보수 단일화해도 이재명 50%‥김문수는 29%, 한덕수는 32%",https://n.news.naver.com/mnews/article/214/0001422331?sid=154,"제<b>21대</b> 대통령선거를 한 달 앞두고 MBC가 실시한 여론조사에서, 더불어민주당 이재명 후보가 국민의힘... <b>대선</b>주자들을 모두 제시한 뒤 누가 가장 낫다고 생각하느냐는 질문에는 응답자의 46%가 이재명...","Mon, 05 May 2025 16:02:00 +0900"
[여론조사①] 정권교체 56% 정권재창출 36%‥이재명 지지층 93% &quot;계속 지...,https://n.news.naver.com/mnews/article/214/0001422328?sid=154,"제<b>21대</b> 대통령선거를 한달 앞두고 MBC가 실시한 여론조사에서, 정권교체 여론이 정권재창출 여론을... 결과, '이번 <b>대선</b>에서 정권교체를 위해 야권후보가 당선돼야 한다'는 응답이 56%를 기록해 '정권재창출을...","Mon, 05 May 2025 16:00:00 +0900"
"김문수로 뭉친 국힘, 한덕수와의 단일화 심상찮다",https://n.news.naver.com/mnews/article/082/0001324268?sid=100,"국민의힘이 김문수 전 고용노동부 장관을 제<b>21대</b> 대통령선거 후보로 확정하며 본선 체제를 꾸렸지만, 이번 <b>대선</b>의 핵심 변수로 떠오른 한덕수 예비후보와의 단일화 협상은 시작부터 삐걱거리고 있다. 단일화의 명분과...","Mon, 05 May 2025 15:58:00 +0900"
"&quot;<b>대선</b> 승리&quot; 민주당 제주도당, 대통령선거대책위원회 출범",https://n.news.naver.com/mnews/article/079/0004020684?sid=154,"더불어민주당 제주도당이 지난 3일 제<b>21대</b> 대통령선거 제주도당선거대책위원회를 출범하고, <b>대선</b> 승리를 결의했다. 김한규 제주도당 위원장이 상임총괄선대위원장으로 진두지휘하고, 총괄선대위원장은 위성곤‧문대림...","Mon, 05 May 2025 15:50:00 +0900"
"보수 단일후보 적합도 한덕수 30%, 김문수 21.9%… 리얼미터 여론조사",https://n.news.naver.com/mnews/article/088/0000945940?sid=100,"<b>21대 대선</b> 보수진영 단일후보 적합도 조사에서 한덕수 무소속 대선 예비후보가 30.0%, 김문수 국민의힘 대선후보가 21.9%를 기록한 여론 조사결과가 5일 발표됐다. 한 예비후보는 국민의힘 지지층에서도 뚜렷한...","Mon, 05 May 2025 15:43:00 +0900"
“투표 용지에 한덕수 이름 없을 것”…단일화 두고 말문 연 김문수의 ...,https://n.news.naver.com/mnews/article/009/0005487226?sid=154,◆ 2025 <b>대선</b> 레이스 ◆ 제<b>21대</b> 대통령 선거를 앞두고 보수 진영 단일화와 관련해 정치권의 신경전이 치열하다. 5일 김문수 국민의힘 <b>대선</b> 후보 캠프의 김재원 비서실장은 “투표용지에 한덕수 전 국무총리의 이름은 없을 것...,"Mon, 05 May 2025 15:27:00 +0900"
한덕수 전 총리 <b>대선</b> 후원회 출범…회장에 김석호 서울대 사회학과 교수,https://n.news.naver.com/mnews/article/448/0000525532?sid=154,제<b>21대</b> 대통령 선거에 무소속으로 예비후보로 등록한 한덕수 전 국무총리가 5일 공식 후원회 출범을 알렸다. 한 전 총리 캠프 측은 김석호 서울대 사회학과 교수 겸 한국사회과학자료원장이 회장을 맡는 후원회가...,"Mon, 05 May 2025 14:56:00 +0900"
"[뉴스1 PICK]<b>대선</b> 주자들, 부처님오신날 봉축법요식 참석",https://n.news.naver.com/mnews/article/421/0008231843?sid=154,제<b>21대</b> 대통령 선거에 출마하는 후보들이 부처님오신날을 맞아 조계사에서 열린 불기 2569년 부처님오신날... 김 후보는 지난 3일 전당대회에서 국민의힘 <b>대선</b> 후보로 선출된 이후 처음으로 이재명 더불어민주당 후보와...,"Mon, 05 May 2025 14:52:00 +0900"
연쇄 탄핵 밀어붙인 ‘이재명의 입’...박성준 “어릴때부터 정치를 꿈...,https://n.news.naver.com/mnews/article/009/0005487203?sid=154,2025 <b>대선</b> 레이스 ◆ 박성준 더불어민주당 의원(재선·서울 중성동을)은 언론인에서 ‘이재명의 입(口)’으로... 2020년에는 <b>21대</b> 총선을 앞두고 JTBC를 떠나 새로운 도전에 나섰다. 민주당 당적으로 서울 중·성동을에...,"Mon, 05 May 2025 14:24:00 +0900"
또 음모론 띄우는 민주당 “尹과 대법원 연결돼있다는 제보 받아”,https://n.news.naver.com/mnews/article/023/0003903351?sid=154,더불어민주당은 이재명 당 <b>대선</b>후보의 파기환송심 결정을 내린 대법원이 윤석열 전 대통령과 연결돼있다는... 후보가 <b>21대</b> 대통령이 되는 것을 막기 위해서 하고 있는 게 아닌가”라고 했다. 또 한 대변인은 “이재명...,"Mon, 05 May 2025 14:11:00 +0900"
"대법 파기환송 <b>대선</b> 변수될까…이재명 지지율 빠지고, 김문수 오르고",https://n.news.naver.com/mnews/article/029/0002952460?sid=100,민주당 지지층 95% 상당 '지지변함 없다' 결집양상 제<b>21대 대선</b>을 앞두고 3자 대결구도에서 이재명 더불어민주당 대선후보의 1강 구도가 굳어지고 있지만 대법원 전원합의체의 유죄 취지 파기환송이 변수로 등장했다....,"Mon, 05 May 2025 13:47:00 +0900"
"장동혁, 김문수가 내정한 사무총장직 고사…국민의힘, 전방위 압박",https://n.news.naver.com/mnews/article/008/0005189776?sid=154,이들은 &quot;대한민국의 명분을 가를 <b>21대 대선</b>이 한 달도 채 남지 않았다&quot;며 &quot;백척간두에 선 지금의 대한민국 상황에서 현재와 같은 다자구도로 대선이 치러질 경우 결과는 뻔하다&quot;고 밝혔다. 또 &quot;김문수 후보와 한덕수 후보가...,"Mon, 05 May 2025 13:39:00 +0900"
"부처님오신날 봉축법요식 봉행…진우스님 &quot;맑은 정치, 따뜻한 행정&quot; 당...",https://n.news.naver.com/mnews/article/018/0006005996?sid=103,"이재명 더불어민주당 <b>대선</b> 후보, 김문수 국민의힘 <b>대선</b> 후보, 김재연 진보당 <b>대선</b> 후보, 권영국 정의당 <b>대선</b> 후보, 한덕수 무소속 예비 후보 등 제<b>21대</b> 대통령 선거에 뛰어든 대권 주자들도 부처님오신날을 맞아 한자리에...","Mon, 05 May 2025 13:37:00 +0900"
‘정계 은퇴’ 홍준표 “당이 날 버려…미국 다녀오겠다”,https://n.news.naver.com/mnews/article/022/0004032997?sid=100,제<b>21대</b> 대통령후보자 국민의힘 3차 경선 진출자를 발표하는 29일 오후 서울 여의도 국민의힘 중앙당사에서... 앞서 홍 전 시장은 국민의힘 <b>대선</b> 경선에서 탈락한 뒤 정계 은퇴를 선언하고 탈당계를 제출했다. 국민의힘...,"Mon, 05 May 2025 13:24:00 +0900"
벌써 시작된 보수 단일화 신경전…여론에선 한덕수가 앞서,https://n.news.naver.com/mnews/article/029/0002952459?sid=100,국민의힘 오후 7시 긴급 의원총회 <b>21대 대선</b> 보수진영 단일화를 두고 벌써 김문수 국민의힘 대선후보와 무소속 한덕수 예비후보 간의 신경전이 날카롭다. 김 후보가 국민의힘 대선후보로 발탁됐으나 여론전에서 한 후보에...,"Mon, 05 May 2025 13:21:00 +0900"
[취재파일] 호남사람 한덕수,https://n.news.naver.com/mnews/article/659/0000032862?sid=102,"지난 2일, 한덕수 전 국무총리가 제<b>21대</b> 대통령 선거 출마를 선언했습니다. 곧장 광주부터 찾았습니다. 5... ■ &quot;저도 호남 사람입니다&quot; 그랬던 한 전 총리가 40년 공직생활을 뒤로하고 <b>대선</b>판에 뛰어들어 &quot;호남 사람&quot;이라고...","Mon, 05 May 2025 13:05:00 +0900"
"한덕수, 공식 모금 시작…후원회장에 김석호",https://n.news.naver.com/mnews/article/277/0005587893?sid=154,바로 개헌 빅텐트'는 한 전 총리의 <b>대선</b> 출마 의지를 담은 핵심 키워드다. 한 전 총리는 지난 2일 제<b>21대</b> 대통령 선거 출마 선언에서 &quot;임기 첫날 '대통령 직속 개헌 지원 기구'를 만들어 개헌 성공에 총력을 기울이겠다&quot;며...,"Mon, 05 May 2025 12:37:00 +0900"
"한덕수 전 총리, 공식 모금 시작… 후원회장 김석호",https://n.news.naver.com/mnews/article/366/0001074717?sid=154,‘바로 개헌 빅텐트’는 한덕수 예비후보가 <b>대선</b> 출마에 대한 강력한 의지를 담은 핵심 키워드다. 한 후보는 지난 2일 제<b>21대</b> 대통령 선거 출마 선언에서 “임기 첫날 ‘대통령 직속 개헌 지원 기구’를 만들어 개헌 성공에...,"Mon, 05 May 2025 12:28:00 +0900"
한덕수 공식후원회 출범…후원회장에 김석호 서울대 교수,https://n.news.naver.com/mnews/article/008/0005189767?sid=154,바로개헌 빅텐트'는 한덕수 예비후보가 <b>대선</b> 출마에 대한 강력한 의지를 담은 핵심 키워드다. 한 후보는 지난 2일 제<b>21대</b> 대통령선거 출마 선언에서 &quot;임기 첫날 '대통령 직속 개헌 지원 기구'를 만들어 개헌 성공에 총력을...,"Mon, 05 May 2025 12:16:00 +0900"
"노동자 위해 싸우던 ‘청년 혁명가’ 김문수, 2025년 <b>대선</b> 후보 되다",https://n.news.naver.com/mnews/article/037/0000036286?sid=100,"윤 전 대통령 강성 지지자들이 김 후보에게 집중하면서 탄핵 정국에서 실시된 각종 여론조사에서 여권 차기 주자 선두권에 들었고, 5월 3일 열린 국민의힘 전당대회에서 한동훈 전 대표를 꺾고 국민의힘 <b>21대 대선</b>...","Mon, 05 May 2025 12:08:00 +0900"
6·3<b>대선</b> 선거우편물 5270만통…전국 우체국 비상근무 체제,https://n.news.naver.com/mnews/article/082/0001324240?sid=101,"오는 6월 3일 실시되는 ‘제<b>21대</b> 대통령 선거’를 앞두고 전국 우체국이 선거우편물의 신속·정확한 배송을 위해 비상근무 체계에 돌입한다. 이번 <b>대선</b>에는 선거공보·투표안내문 4800만통, 사전투표용지 회송 우편물...","Mon, 05 May 2025 12:06:00 +0900"
"우본, <b>대선</b> 우편물 특별처리 준비 돌입",https://n.news.naver.com/mnews/article/018/0006005974?sid=105,다음 달 3일 실시되는 ‘제<b>21대</b> 대통령 선거’를 앞두고 전국 우체국이 선거우편물의 신속·정확한 처리를... 조해근 우정사업본부장은 “제<b>21대</b> 대통령선거 우편물을 안전하고 정확하게 처리하기 위해 준비를 하고 있다”...,"Mon, 05 May 2025 12:00:00 +0900"
"조기 <b>대선</b>' 우편물 5270만 통 예상…우본, '비상근무' 돌입",https://n.news.naver.com/mnews/article/421/0008231489?sid=154,6월 3일 실시되는 제<b>21대</b> 대통령 선거를 앞두고 전국 우체국이 선거우편물의 신속·정확한 소통을 위해 비상근무 체계에 돌입한다. 과학기술정보통신부 우정사업본부는 6일부터 선거 당일인 다음달 3일까지 '선거우편물...,"Mon, 05 May 2025 12:00:00 +0900"
"우체국, <b>대선</b> 앞두고 비상근무체계 돌입…'비대본' 설치",https://n.news.naver.com/mnews/article/003/0013223324?sid=105,"다음달 3일 예정된 제<b>21대</b> 대통령 선거를 앞두고 전국 우체국이 비상근무 체계에 들어간다.... 이번 <b>대선</b>에는 책자형 선고공보와 투표안내문 약 4800만통, 관외 사전투표용지 회송 우편물 약 390만통 등 총 5270만여통의...","Mon, 05 May 2025 12:00:00 +0900"
‘부처님 오신 날’…대권 주자들 한자리에[현장 화보],https://n.news.naver.com/mnews/article/032/0003367515?sid=100,"<b>21대</b> 대통령 선거에 뛰어든 대권 주자들이 ‘부처님오신날’을 맞아 한자리에 모였다. 이재명 더불어민주당 <b>대선</b> 후보와 김문수 국민의힘 <b>대선</b> 후보, 한덕수 무소속 예비후보 등은 이날 서울 조계사에서 열린 ‘불기...","Mon, 05 May 2025 11:51:00 +0900"
"한덕수, 김문수에 “오늘 중 편한 시간, 장소서 뵙길”",https://n.news.naver.com/mnews/article/020/0003632927?sid=100,"제<b>21대</b> 대통령 선거 출마를 선언한 한덕수 전 국무총리가 5일 국민의힘 김문수 <b>대선</b> 후보에게 “오늘 중으로 편한 시간에, 편한 장소에서 뵙기를 희망한다”고 제안한 데 대해 김 후보가 “네”라며 고개를 끄덕였다고 한...","Mon, 05 May 2025 11:41:00 +0900"
&quot;부정선거 잡아라&quot; <b>대선</b> 개표참관인 2시간만에 마감 행렬,https://n.news.naver.com/mnews/article/018/0006005953?sid=102,"서울시선관위가 <b>대선</b> 투표일과 사전 투표일을 알리는 대형 현수막이 게시하고 있다. (사진=연합뉴스) 이날... 오는 6월 3일 열리는 <b>21대</b> 대통령 선거 개표 참관인은 개표 상황을 지켜보며 순회, 감시, 촬영할 수 있다. 만약...","Mon, 05 May 2025 11:33:00 +0900"
"김문수-한덕수 단일화 신경전...한 '서두르자', 김 '숨 좀 돌리고'",https://n.news.naver.com/mnews/article/661/0000054740?sid=154,"한편, 제<b>21대</b> 대통령선거 후보자 등록 마감일은 오는 11일까지입니다. 오는 25일엔 후보자 이름이 적힌 <b>대선</b> 투표용지가 인쇄됩니다. 사전투표는 오는 29~30일 양일간 진행됩니다.","Mon, 05 May 2025 11:30:00 +0900"
"[토크ON] ① 정치권 앞다퉈 쏘아올린 ‘주4.5일제’ 공약, 실현 가능성은...",https://n.news.naver.com/mnews/article/657/0000038051?sid=101,<b>21대</b> 대통령 선거를 앞두고 정치권이 일하는 시간을 줄이자는 공약을 앞다퉈 꺼내고 있습니다. 이재명... 토크ON은 <b>대선</b> 공약으로 떠오른 주 4일제와 주 4.5일제의 실현 가능성을 주제로 토론합니다. 안녕하십니까. 먼저...,"Mon, 05 May 2025 11:14:00 +0900"
“월급쟁이 표심 잡아라”…‘주4.5일제’ <b>대선</b> 정국 급부상,https://n.news.naver.com/mnews/article/009/0005487165?sid=154,이재명 “기업 지원해 노동시간 단축” 국힘 “기존 근로시간 유지 유연근무” 다만 경영계선 노동시장 악영향 우려 ◆ 2025 <b>대선</b> 레이스 ◆ 오는 6월 3일 치러지는 제<b>21대</b> 대통령선거를 앞두고 정치권에서는 근무일을...,"Mon, 05 May 2025 11:04:00 +0900"
"남북관계, '적당한 거리'에서 다시 시작하자",https://n.news.naver.com/mnews/article/047/0002472142?sid=154,12.3 계엄으로 시작된 국정 혼란이 윤석열 대통령에 대한 탄핵으로 일단락된 후 조기 <b>대선</b>이 진행되고 있다.... 여전히 어수선한 <b>대선</b> 국면이지만 우리가 정책선거를 포기할 수 없는 이유이다. 여기서는 그 중요도에 비해...,"Mon, 05 May 2025 10:45:00 +0900"
<b>대선</b> 후보 현장 라이브 05.05,https://n.news.naver.com/mnews/article/025/0003438734?sid=154,■ 2025.05.05 오전 10:00 부처님오신날 봉축법요식에 참석한 <b>대선</b> 주자들 제<b>21대</b> 대통령 선거에 출마하는 후보자들이 5일 오전 서울 종로구 조계사에서 열린 불기 2569년 부처님오신날 봉축법요식에 참석했다.,"Mon, 05 May 2025 10:32:00 +0900"
"[현장연결] <b>대선</b>주자들, 첫 대면…'부처님오신날' 한자리",https://n.news.naver.com/mnews/article/422/0000737514?sid=100,"<b>21대</b> 대통령 선거에 뛰어든 주요 대권주자들이 '부처님 오신 날'을 맞아 처음으로 한자리에 모였습니다. 지금... 국민의힘 김문수 <b>대선</b> 후보와 무소속 한덕수 예비후보가 같이 입장했고, 더불어민주당 이재명 후보는 다소...","Mon, 05 May 2025 10:28:00 +0900"
가상 3자 대결서 이재명 46%대 지지율…파기환송 이후 소폭 하락,https://n.news.naver.com/mnews/article/449/0000307717?sid=100,제<b>21대 대선</b> 가상 3자 대결에서 이재명 더불어민주당 후보의 지지율이 대법원의 유죄 취지 파기 환송 이후 소폭 하락하면서 보수 후보들과의 격차가 줄어든 것으로 나타났습니다. 오늘(5일) 여론조사 전문기관...,"Mon, 05 May 2025 10:24:00 +0900"
"이재명 후보 박탈, 尹 무죄 선고…사법 카르텔 작동",https://n.news.naver.com/mnews/article/079/0004020655?sid=100,그러면서 &quot;대선 후보 등록 이후에 피선거권을 박탈하는 결정이 이뤄지면 우리 민주당은 <b>21대 대선</b>에 후보가 없게 된다&quot;며 &quot;(대법원이) 한덕수 후보를 당선시키려 한다고 본다. 그 다음에는 윤 전 대통령에 대한 무죄가 나올...,"Mon, 05 May 2025 10:21:00 +0900"
"강원도선관위, 제<b>21대 대선</b> 개표 참관인 공개 모집",https://n.news.naver.com/mnews/article/056/0011945116?sid=100,"강원도선거관리위원회가 제<b>21대</b> 대통령 선거 개표 현장을 지켜볼 개표 참관인을 모집합니다. 모집 기간은 오늘(5일)부터 오는 9일까지로, 모집 대상은 18살 이상 대한민국 국민이면 되지만, 공무원 등 공직선거법에서...","Mon, 05 May 2025 10:04:00 +0900"
보수 단일후보 김문수보다 한덕수…리얼미터 여론조사,https://n.news.naver.com/mnews/article/029/0002952444?sid=100,"<b>21대 대선</b> 보수진영 단일 후보 적합도 조사에서 한덕수 전 국무총리가 김문수 국민의힘 대선후보를 앞서는 결과가 나왔다. 리얼미터가 5일 공개한 여론조사(에너지경제신문 의뢰, 4월30일~5월2일 조사, 무선 100...","Mon, 05 May 2025 09:41:00 +0900"
[인터뷰] 한민수 &quot;대법원-尹 연결됐단 제보 들어와&quot;,https://n.news.naver.com/mnews/article/079/0004020647?sid=100,후보를 피선거권을 박탈함으로써 이제는 우리는 후보 등록 이후에 이런 일들이 또 결정이 된다면 우리 민주당은 이번 <b>21대 대선</b>에 후보가 없게 됩니다. 그러면 어떻게 되겠습니까? 그러고 난 다음에 저는 한덕수 후보를...,"Mon, 05 May 2025 09:36:00 +0900"
"이재명, 사법 바리케이드 뚫고 통합의 길 열 수 있을까",https://n.news.naver.com/mnews/article/036/0000051584?sid=100,"6·3 <b>대선</b>에 그대로 출마해 법원이 아니라 민심의 판단을 받겠다는 의미다. 당내 경선을 마치고 4월27일... 가난과 정치역정 “20년 민주당원 이재명이, 민주당의 제<b>21대</b> 대통령 후보라는 막중한 임무를 부여받았습니다. 모든...","Mon, 05 May 2025 09:32:00 +0900"
"충북선관위, <b>대선</b> 개표 참관인 모집",https://n.news.naver.com/mnews/article/056/0011945026?sid=100,"충청북도 선거관리위원회가 오늘부터 닷새 동안 <b>21대</b> 대통령 선거 개표 참관인을 공개 모집합니다. 대상은 선거권이 있는 사람으로, 중앙선관위 누리집이나 해당 시·군 선관위로 신청할 수 있습니다. 참관인은 충북 14개...","Mon, 05 May 2025 08:06:00 +0900"
AI의 '뉴스 공짜 학습' 막자…<b>대선</b> 앞두고 정책 과제 부상,https://n.news.naver.com/mnews/article/421/0008231275?sid=105,"제<b>21대</b> 대통령 선거를 약 한 달 앞두고 인공지능(AI)의 뉴스 콘텐츠 무단 학습을 제재해야 한다는 목소리가... <b>대선</b> 앞둔 정치권, 'AI 학습 저작권' 화두로 5일 국회에 따르면 과학기술정보방송통신위원회(과방위)...","Mon, 05 May 2025 08:00:00 +0900"
"강원선관위, 제<b>21대 대선</b> 개표 참관인 공개 모집",https://n.news.naver.com/mnews/article/056/0011945008?sid=100,"강원도선거관리위원회가 제<b>21대</b> 대통령선거 개표 현장을 지켜볼 개표 참관인을 모집합니다. 모집 기간은 오늘(5일)부터 이달 9일까지이며, 모집 대상은 만 18살 이상 대한민국 국민이면 되지만, 공무원 등 공직선거법에서...","Mon, 05 May 2025 07:51:00 +0900"
<b>21대 대선</b> 한 달 앞으로…여야 ‘외연 확장’ 집중,https://n.news.naver.com/mnews/article/056/0011945025?sid=100,"[앵커] <b>21대</b> 대통령 선거를 한 달 앞두고, 여야 모두 외연 확장에 집중하고 있습니다. 민주당 이재명 후보는... [리포트] <b>대선</b> 후보 확정 뒤, 처음 충북을 방문한 민주당 이재명 후보. 상대적으로 보수 성향이 짙은 단양과 제천...","Mon, 05 May 2025 07:38:00 +0900"
몇 번째 '대통령 없는 어린이날'?…어린이에게 남긴 메시지들[타임라인...,https://n.news.naver.com/mnews/article/079/0004020634?sid=100,"윤석열 대통령이 지난 4월 탄핵당했고, 차기 <b>대선</b>이 오는 6월 치러질 예정이기 때문인데요. 우리나라... 제<b>21대</b> 대통령 선거는 오는 6월 3일 치러질 예정이다. 이로 인해 '제103회 어린이날'은 역사상 6번째 '대통령 없는...","Mon, 05 May 2025 07:02:00 +0900"
바늘구멍보다 좁은 취업문… &quot;일자리 늘릴 대통령 후보에 한표&quot;,https://n.news.naver.com/mnews/article/417/0001074975?sid=154,대통령 파면이라는 비극과 최악의 경제위기 속에서 펼쳐지는 이번 <b>대선</b>에서 우리는 과연 어떤 대통령을... 제<b>21대</b> 대통령은 여당과 야당의 갈등을 줄이고 국민을 위한 정책을 실현하는 데 집중했으면 한다고 이씨는...,"Mon, 05 May 2025 07:00:00 +0900"
&quot;우린 예비범법자&quot; 중대재해법 '현실화' 부르짖는 중소기업,https://n.news.naver.com/mnews/article/421/0008231214?sid=101,제<b>21대 대선</b>이 다가오면서 중소기업계에서는 '중대재해처벌법'이 영세 중소기업의 현실에 맞게 유연화 되어야 한다는 목소리를 내고 있다. 특히 대기업에 비해 대응 여력이 부족한 중소기업과 영세기업의 현실을 고려해야...,"Mon, 05 May 2025 06:30:00 +0900"
"이창환 대표 &quot;차기 정부, 자본시장·기업 거버넌스 개혁 완수해야&quot;",https://n.news.naver.com/mnews/article/421/0008231201?sid=101,뉴스1은 제<b>21대</b> 대통령 선거를 앞두고 3040세대(30~40대) 교수와 전문가를 릴레이 인터뷰한다. 금융·증권 분야에서는 업계 대표와 교수의 생각을 담았다. 현장과 소통하며 미래를 고민하는 이들의 이야기가 조기 <b>대선</b>에...,"Mon, 05 May 2025 06:01:00 +0900"
이동수 대표 &quot;양극화 해소가 시대정신…골든타임 놓치지 말아야&quot;,https://n.news.naver.com/mnews/article/421/0008231188?sid=100,"-제<b>21대 대선</b>의 시대정신은. ▶앞서 말했듯이 양극화 해소다. 2030 세대는 물론 한국 사회가 직면한 가장 큰 위기는 양극화다. 정치뿐만 아니라 지역과 계층, 일자리 등 사회와 경제 모든 부분에서 양극화가 심화되고 있다....","Mon, 05 May 2025 06:00:00 +0900"
"경선 압승 이재명, 정계 은퇴 홍준표, 캠프 합류 정은경 [위클리 <b>대선</b> 현...",https://n.news.naver.com/mnews/article/308/0000036589?sid=100,이재명은 당원 투표와 국민 여론조사를 모두 합해서 누적 득표율 89.77%로 제<b>21대</b> 더불어민주당 <b>대선</b>후보로 결정되었다. 이재명이 기록한 득표율은 본인의 제20대 대통령선거 후보 경선 당시 득표율인 50.29%뿐만 아니라...,"Mon, 05 May 2025 05:55:00 +0900"
