video_id,video_title,channel,views,video_likes,comment,comment_likes,reply_1,reply_1_likes
hG94lt8gMZ8,윤석열의 ‘이준석 밀어내기’와 이재명의 ‘조국 밀어내기’ [공덕포차 시즌3 ep.09],한겨레TV,53203,2211,자자..콜..그럼..김건희는 공적으로 검증해서 통과가 안될테니..이혼해야되는거로 결론.,19,그건 윤도리가 책임질부분,1
hG94lt8gMZ8,윤석열의 ‘이준석 밀어내기’와 이재명의 ‘조국 밀어내기’ [공덕포차 시즌3 ep.09],한겨레TV,53203,2211,"윤석열을 후보로 뽑은것 자체가 문제다~ 
에~그~저~  어버버~~",16,,
hG94lt8gMZ8,윤석열의 ‘이준석 밀어내기’와 이재명의 ‘조국 밀어내기’ [공덕포차 시즌3 ep.09],한겨레TV,53203,2211,"국힘당은 윤석열 먼저 사퇴시켜라.
김건희 사생활은 드러워서 못봐주겠는데 주가조작에 각종 사건에 연루되었는데..
불륜 황보승희 먼저 사퇴시켜시라.",11,,
e95tvfa26Eg,윤석열은 “프로 토스”? “마이크 포비아”? #shorts,한겨레TV,322724,4414,장성철 : 못들었고~~~~  대박이다!,42,,
e95tvfa26Eg,윤석열은 “프로 토스”? “마이크 포비아”? #shorts,한겨레TV,322724,4414,윤후보 한테 감사하지요 코로나 시국에 코미디보다 더 재밌는   말과 행동으로 웃음선물 감사합니다   또 매일 기대 합니다,36,,
e95tvfa26Eg,윤석열은 “프로 토스”? “마이크 포비아”? #shorts,한겨레TV,322724,4414,ㅋㅋㅋ진짜 할말이 없다 프로토스 맞네,24,,
z2Q8FdV9ECk,"‘셀프 수사권’ 부활, 윤석열 ‘검찰 통치’ 예고  #논썰  #shorts",한겨레TV,958131,21938,논썰 본편 보러가기 https://youtu.be/I3_LcdirysU,69,이재명은 정상인가? 더 심하던데.,2
z2Q8FdV9ECk,"‘셀프 수사권’ 부활, 윤석열 ‘검찰 통치’ 예고  #논썰  #shorts",한겨레TV,958131,21938,끌어 내리는것만이 해결이고 답~~~~,3,,
z2Q8FdV9ECk,"‘셀프 수사권’ 부활, 윤석열 ‘검찰 통치’ 예고  #논썰  #shorts",한겨레TV,958131,21938,"대통령도, 법무부 장관도, 검사 퇴직하고 직행 했는데, 수사지휘권 폐지?  ㅎㅎ  개가 웃을 일이다.
어차피 검사 동일체 원칙으로 지휘 않해도 검사들이 알아서 기지... 뻔한걸
고위직 검사들이 사기업에 가도 전관예우로 수많은 위법이 발생하고 있는 판에..",2,,
xNlu3sic57Y,“윤석열의 거짓말”과 이재명의 ‘나홀로 네거티브 중단’ [공덕포차 시즌3 ep.16 엑기스],한겨레TV,15840,583,"윤석열은 거의 지키는약속은 없을것가따
 히이너무 들어가이 있고 신뢰감 떨어집니다
토론도보면 국민 입장에서 답을 하지 않고 본인 의견으로가는게 자신이 없는게 느껴지네요 표을밭으려면  능력을 내놔야지 그냥 표만다라고하면 누가주나",23,,
xNlu3sic57Y,“윤석열의 거짓말”과 이재명의 ‘나홀로 네거티브 중단’ [공덕포차 시즌3 ep.16 엑기스],한겨레TV,15840,583,"장성철씨.  진짜  윤석열이 대통령감이라고 생각하세요?
우리나라 괜찮겠어요?
양심을걸고 얘기해보세요.",21,그러게요,0
xNlu3sic57Y,“윤석열의 거짓말”과 이재명의 ‘나홀로 네거티브 중단’ [공덕포차 시즌3 ep.16 엑기스],한겨레TV,15840,583,김성회님 믿고 듣는 평론 격하게 응원합니다~!,20,,
WdGtA7kpdFA,윤석열의 이해할 수 없는 정당관 #shorts,한겨레TV,147516,3163,"정권교체어림없다
절대안됩니다
국민님들들의말씀이다
국힘줄기들들아~~
그당에그후보안됩니다",42,,
WdGtA7kpdFA,윤석열의 이해할 수 없는 정당관 #shorts,한겨레TV,147516,3163,정당 뭔지 모름..대통령하고 싶어서  정당들 고르다 민주당 못가니 국힘당 간거..,35,,
WdGtA7kpdFA,윤석열의 이해할 수 없는 정당관 #shorts,한겨레TV,147516,3163,"운삭열이 졸리와 성매매..
위장결혼 이거 터진다.",34,,
tmo_T9jpukE,"토론과 공약, 또 드러난 윤석열의 한계 “대형 가수인데 가창력 논란 있는 셈” #shorts",한겨레TV,718884,15993,"▶한겨레TV 온라인 쇼핑몰 마켓하니 http://www.markethani.com 
▶한겨레TV 프로그램 제작을 지원하는 스마트한 방법, 바로 ‘마켓하니’에 있습니다. 필요한 상품을 저렴한 가격에 구매해서 좋고, 우리 농수축산물과 중소기업을 도울 수 있어서 좋습니다. ‘마켓하니’ 많이 성원해주세요.",5,,
tmo_T9jpukE,"토론과 공약, 또 드러난 윤석열의 한계 “대형 가수인데 가창력 논란 있는 셈” #shorts",한겨레TV,718884,15993,아놔 학습능력도 한계가있대ㅋㅋㅋㅋㅋ,2,,
tmo_T9jpukE,"토론과 공약, 또 드러난 윤석열의 한계 “대형 가수인데 가창력 논란 있는 셈” #shorts",한겨레TV,718884,15993,가창력 필요없고 도둑놈만 아니면 돼~~,2,,
7v24dM7piJw,"윤석열, 우스워졌다? “실언 연발”, “김건희 내로남불”... 안 좋은 상황에서 벗어나지 못하는 이유들 ‘이대론 어렵다’ #shorts",한겨레TV,1026989,22131,"윤통 잘못한게  두가지라고 더 있다,         대처능력부족,  언행불일치, 측근 감싼다,  게으다, 먹는것만  밝힌다, 등등",1,,
7v24dM7piJw,"윤석열, 우스워졌다? “실언 연발”, “김건희 내로남불”... 안 좋은 상황에서 벗어나지 못하는 이유들 ‘이대론 어렵다’ #shorts",한겨레TV,1026989,22131,"그걸 이제야 알았냐? 그러니까 자격없다 이거지~그저 빵사고,  영화보고 그것도 소통이라고하는
윤씨다 완전 내로남불이지~",1,,
7v24dM7piJw,"윤석열, 우스워졌다? “실언 연발”, “김건희 내로남불”... 안 좋은 상황에서 벗어나지 못하는 이유들 ‘이대론 어렵다’ #shorts",한겨레TV,1026989,22131,니가 더 웃겨 ㅋㅋㅋ,1,,
oszv_zUNL3k,문재인&윤석열 성대모사 대결! 검수완박 사행시 #Shorts,한겨레TV,11570,141,김민하 한표!!!!!,7,,
oszv_zUNL3k,문재인&윤석열 성대모사 대결! 검수완박 사행시 #Shorts,한겨레TV,11570,141,"ㅋㅋㅋ 재밌다 .둘다좋아,ㅋㅋㅋ",2,,
oszv_zUNL3k,문재인&윤석열 성대모사 대결! 검수완박 사행시 #Shorts,한겨레TV,11570,141,김민하 👍최고ㅋ 완죤 문프 목소리 ㅋ,2,,
W57N_ufTQoQ,윤석열 선대위 해산! “홍준표가 뜬다고? 사실은 예전에 홍준표부터 말아먹기 시작한 것” 폭망각 국민의힘의 ‘더 근본적인 문제’ #shorts,한겨레TV,184747,3424,언론의 책임도 잊지 마십시오. 언론이 제 역할을 했다면 윤 석열씨가 이 자리에 있을 수 없죠,66,,
W57N_ufTQoQ,윤석열 선대위 해산! “홍준표가 뜬다고? 사실은 예전에 홍준표부터 말아먹기 시작한 것” 폭망각 국민의힘의 ‘더 근본적인 문제’ #shorts,한겨레TV,184747,3424,"지금 보수는 보수라고 할 수 없음.
이것도 아니고 저것도 아닌 그저 이익집단이
돠어버렸음.
정치입문 4개월짜리 윤이 대선후보가 되어버렸음.
국힘과 윤을 나무라기전에 경선에서 패한 홍준표도 반성해야함.",51,,
W57N_ufTQoQ,윤석열 선대위 해산! “홍준표가 뜬다고? 사실은 예전에 홍준표부터 말아먹기 시작한 것” 폭망각 국민의힘의 ‘더 근본적인 문제’ #shorts,한겨레TV,184747,3424,홍반장 혼자서 다 하려니 힘이 부치지..,23,,
ehz6QmcnPAg,윤석열 자질 드러난 ‘민란’ ‘주120시간’ ‘박근혜 수사 송구’ [#논썰｜EP.43],한겨레TV,623066,16195,저런인간이 또다시 대통령이 된다면 신이 대한민국 국민을 버린것이고 우린다시 피눈물을 흘릴것 이고 역사의퇴행속에 절망할것인데  지지율이 나오는게 슬프다.,3,,
ehz6QmcnPAg,윤석열 자질 드러난 ‘민란’ ‘주120시간’ ‘박근혜 수사 송구’ [#논썰｜EP.43],한겨레TV,623066,16195,무식함의 극치를 보여주는 윤석렬,2,,
ehz6QmcnPAg,윤석열 자질 드러난 ‘민란’ ‘주120시간’ ‘박근혜 수사 송구’ [#논썰｜EP.43],한겨레TV,623066,16195,멋진 논설의원 !!!!! 냉철하고 놀리적이다.  우리사회에는 기레기가 아닌 이런 참된 기자도 있다,2,,
t980mAb6FQQ,“거짓말”? “두괄식”? “나쁜 버릇”? 이재명의 언어 문제는... #shorts,한겨레TV,137145,725,윤석열씨는 여기에 갖다부칠수없을정도의 심각한수준임,49,"그죠?
근데 왜 자꾸 김건희만 물고 늘어지는지...ㅉㅉ
민주당 색히들은 곧휴 떨어질 짓 좀 그만 했으면 좋겠어요",0
t980mAb6FQQ,“거짓말”? “두괄식”? “나쁜 버릇”? 이재명의 언어 문제는... #shorts,한겨레TV,137145,725,이재명후보님이 잘하는게 아니다?이보세요 윤석열과 이재명후보님은 비교자체가 안됨ㅋ 쉴드도적당히 해야지,46,,
t980mAb6FQQ,“거짓말”? “두괄식”? “나쁜 버릇”? 이재명의 언어 문제는... #shorts,한겨레TV,137145,725,솔직히 거짓말은 기자들이 제일 많이 한다고 생각하는데...나쁜 버릇이에요도 아니고 인거 같아요.. ㅋㅋ 이런식의 언어를 쓰는 사람은 괜찮은가?,36,,
C5c3dKWP_rU,"다시 불거진 ‘이재명 욕설 사건’, 그 정확한 앞뒤 순서는? #shorts",한겨레TV,48178,871,타인이 내 부모한테 그런소리 해도 그런데. 하물며 낳은자식이 그러면 더욱더 이성을 잃는건 당연..,58,,
C5c3dKWP_rU,"다시 불거진 ‘이재명 욕설 사건’, 그 정확한 앞뒤 순서는? #shorts",한겨레TV,48178,871,"어쨌건 엄마에게 폐륜을 하고 욕을하면 누가 가만히 있겠니…나같으면 때려 죽였을거다~~
그것도 이재명이 청탁을 안들어주니까 엄마에게 가서 행패했다는데….
상황파악좀 하고 얘기해라 ~장교수.",51,어쨌건 이라고 하는 순간 논리에서는 지신거에요ㅋㅋ,0
C5c3dKWP_rU,"다시 불거진 ‘이재명 욕설 사건’, 그 정확한 앞뒤 순서는? #shorts",한겨레TV,48178,871,"김성회의 옳은소리  입니다
장성철 은 무조건 이재명 한테
악의적 프레임을 
씌우려고 애쓴다ㅉㅉ
파렴치한 것들ㅌㄷㄷ",47,"형수가 말했다.
""고도의 철학적 표현인데 책을 안 읽어서 이해를 못 하는것""
왜 남들이 나서서 왈가왈부하나.
성철아!!!!!!
책 안 읽은 거 티내지 말고 
형수처럼 이해하고 넘기면 되는거다.",3
ywTzJxz-wHI,이재명 ‘흔들’·이낙연 ‘상승’·경선 연기론까지…본경선 돌입 ‘민주당의 미래’ [예언해줌 라이브],한겨레TV,18220,660,이재명지지합니다,22,,
ywTzJxz-wHI,이재명 ‘흔들’·이낙연 ‘상승’·경선 연기론까지…본경선 돌입 ‘민주당의 미래’ [예언해줌 라이브],한겨레TV,18220,660,"이낙연은 박근혜 탄핵을 위해 수백만의 촛불들이 군부의 무력진압 위험에도 광화문 광장에 모이고 있을때, 박정희 기념사업회 부위원장을 했습니다. 그런데 촛불이 대세가 되자 슬그머니 사임을 합니다. 이 광장에는 이재명과 추미애가 촛불 시민들과 함께있었습니다.
이떻게 이런 기회주의자가 민주당 후보가 될수 있습니까? 겉과 속이 다른 “말재주” 하나가 자격입니까?",17,,
ywTzJxz-wHI,이재명 ‘흔들’·이낙연 ‘상승’·경선 연기론까지…본경선 돌입 ‘민주당의 미래’ [예언해줌 라이브],한겨레TV,18220,660,"이낙연 지지율에 어떻게 생각하냐ㅋㅋㅋㅋ

하루 아침에 지지율이 급등하냐ㅋㅋ무슨 주식이냐? 상한가 치듯 사기치네ㅋㅋㅋㅋ",16,ㅋㅋㅋㅋㅋ,6
6CZFr2H801Y,민주당은 원팀으로 갈까…‘62%(이낙연) 대 28%(이재명)’ 숨은 메시지는? [예언해줌 라이브],한겨레TV,11472,404,김민하 평론가님과 이재훈 기자님의 디스팩트를 정말 좋아했는데 여기서나마 뵐 수 있어서 너무 좋아요 !,9,저도요!,0
6CZFr2H801Y,민주당은 원팀으로 갈까…‘62%(이낙연) 대 28%(이재명)’ 숨은 메시지는? [예언해줌 라이브],한겨레TV,11472,404,"숨은 메세지???????
동의할수없음.
신천지의 복수
그러니 끝까지가자고 한거고
 3차에 희망을 건거지 어쩐지, 이상타했지.
덜티하다. 이낙연캠프.",7,,
6CZFr2H801Y,민주당은 원팀으로 갈까…‘62%(이낙연) 대 28%(이재명)’ 숨은 메시지는? [예언해줌 라이브],한겨레TV,11472,404,한겨레나 조중동이나.,7,,
3Psyaa7vRus,"이재명, 아들 도박 논란에 즉각사과. 의혹들 깨끗이 해결 됐나? #shorts",한겨레TV,96410,765,이재명후보 아들 문제는 김건희 건하고는 차원이 다르다. 자식 기진 자들은 사과하면 이해가능한 것들이다,44,퇴페 마사지 하는게 차원이 다르다? ㅋㅋㅋ 개딸 수준하고는 ㅋㅋㅋ,0
3Psyaa7vRus,"이재명, 아들 도박 논란에 즉각사과. 의혹들 깨끗이 해결 됐나? #shorts",한겨레TV,96410,765,지금 말하는 남자분도 마사지샵 갔을거 같은데???,44,,
3Psyaa7vRus,"이재명, 아들 도박 논란에 즉각사과. 의혹들 깨끗이 해결 됐나? #shorts",한겨레TV,96410,765,"뭐뭐를 했을 수도 있다...란 건 당신한테도 해당되는 말 아닌가요? 당신을 포함한 보통 일반인들에게도 해당되는 걸 말이라고 하고 있네. 

...를 했다고 하겠느냐...란 말도 당신에게도 적용되는 말이고...

뭐하는 거야 지금",30,,
Dn0l_Qv9yZ8,‘유시민 등판’의 영향력과 “이재명의 조급함”? #shorts,한겨레TV,15326,233,"장성철씨 말들으니. 유시민씨의 등장이 진심 무섭게 느껴지네요.
유시민씨처럼 통찰력있는분이 부럽겠죠",55,,
Dn0l_Qv9yZ8,‘유시민 등판’의 영향력과 “이재명의 조급함”? #shorts,한겨레TV,15326,233,넌..윤썩열 있어서..좋겠다 ?ㅋㅋㅋ,49,,
Dn0l_Qv9yZ8,‘유시민 등판’의 영향력과 “이재명의 조급함”? #shorts,한겨레TV,15326,233,"ㅋㅋㅋㅋㅋ 주제 파악하시라.
조국전장관이나 유시민 작가를 
평할 존재라 생각하니? 꿈깨라.",46,,
r-KxYAFLDmQ,"이재명의 ‘방향 전환’ 승부수, 약 될까 독 될까 [#논썰｜EP.64]",한겨레TV,8004,294,이재명 후보의 전두한 발언을 악의적으로 편집하는건 무슨 의도에요.. 본인들도 어떤 메시지인지 충분히 알면서..🤨,19,,
r-KxYAFLDmQ,"이재명의 ‘방향 전환’ 승부수, 약 될까 독 될까 [#논썰｜EP.64]",한겨레TV,8004,294,"내가 이걸 끝까지 듣고 있네.... 대학 때는 등교길에 한계레 한 부씩 사갔는데,
프레임에 갇혀, 상상력으로 풀어나가는 논리
조선일보랑 똑같구나.",14,"저는 생각이 다릅니다
울후보 측에 도움된다 생각하고
깊이 성찰해야합니다
이재명후보를 치려는 게 아닌 약이되는 논평이라 봅니다
한겨레의 젊은 기자들은 여타 언론과 크게 다르지않을 때가 많습니다만 
한겨레의 중진 대기자님, 논설위원님들은 정론을 펴는 옳은 기자들로 보입니다
그러니 비난만 하실게 아니라
응원하고 지지해드립시다  ㅎ",0
r-KxYAFLDmQ,"이재명의 ‘방향 전환’ 승부수, 약 될까 독 될까 [#논썰｜EP.64]",한겨레TV,8004,294,"한겨레가 정신 차렸나 싶어 들어왔더니 
민주진영의 전략을 무시한 채, 가차없이 아군에게 강펀치를 날리고 있구나. 윤석열에게는 바른 말을 하고도 비겁하게 일면 탑에 사과나 올리던 졸장부들이. 
30년 독자에 주주이던 내가 조국장관 수난 때 한겨레를 끊었던 것이 잘못된 결정이 아니었음을 확인시켜주는구나.
고맙다 한겨레 ㅠ ㅠ",13,,
605sFKwvZIs,‘벤치 멤버? 윤석열’과 ‘홀로 뛰는? 이재명’ [공덕포차 시즌3 ep.10],한겨레TV,48771,1714,채이배의원님!!! 민주당 입당 응원합니다!!! 의정활동 잘 하신 분!!! 민주 4기 정부 재창출을 위하여!!!,24,,
605sFKwvZIs,‘벤치 멤버? 윤석열’과 ‘홀로 뛰는? 이재명’ [공덕포차 시즌3 ep.10],한겨레TV,48771,1714,유시민님의 이재명 지지발언은 충분히 이해가 갑니다... 장 교수님 말씀대로 민주당이 밀린다고 생각하니까...  그러신 거라 생각합니다...   저도 민주당이 싫긴하지만...  윤석열은 박근혜보다도 더 수준낮은 대통령이 될가능성이 높으니 본인이 원하든 원치않든.. 이재명 지지발언을 한거겠죠..,23,,
605sFKwvZIs,‘벤치 멤버? 윤석열’과 ‘홀로 뛰는? 이재명’ [공덕포차 시즌3 ep.10],한겨레TV,48771,1714,국힘 지지자들중 노재승 같은 사람들 태반입니다. 단톡방에 전부 그런 내용이에요. 반중 종일 종미 반518  반세월호유족  반노동 뉴라이트 등등. 숨기지 말고 오픈해서 손절을 하든 지지를 하든 하세요.,19,,
tDhmaf-sLmo,이재명이 김종인을 영입하면 벌어질 일 [공덕포차 시즌3 ep.04 엑기스2],한겨레TV,37079,1250,진중권 없으니 내가 본방도 보고 엑기스도 보네 ㅎㅎ,49,,
tDhmaf-sLmo,이재명이 김종인을 영입하면 벌어질 일 [공덕포차 시즌3 ep.04 엑기스2],한겨레TV,37079,1250,"김성회님    넘   잘하고
계십니다~♡♡♡~화이팅",40,,
tDhmaf-sLmo,이재명이 김종인을 영입하면 벌어질 일 [공덕포차 시즌3 ep.04 엑기스2],한겨레TV,37079,1250,이재명 핫팅~,39,,
O06bMQiTF2k,‘스파이 논란’에 빠진 윤석열과 대장동에 빠진 이재명 [공덕포차 시즌3 ep.02],한겨레TV,34705,1118,"진중권없으니 안끊고 보게되네요...
패널 선택이 굿!",49,"쌍욕 안해도 되고. 재수없는 얼굴 안봐서 좋고 
개소리 안들어 편하고. 명상하며 볼수있네..",7
O06bMQiTF2k,‘스파이 논란’에 빠진 윤석열과 대장동에 빠진 이재명 [공덕포차 시즌3 ep.02],한겨레TV,34705,1118,"장성철이랑 김성회랑 나름 합이 잘 맞네.
진중권 빠진 효과가 나는 듯",37,,
O06bMQiTF2k,‘스파이 논란’에 빠진 윤석열과 대장동에 빠진 이재명 [공덕포차 시즌3 ep.02],한겨레TV,34705,1118,진중권 나올까봐 진짜 걱정했는데 다시 구독합니다~ !!!,29,,
KRsW0whQIkA,"“윤석열, ‘안철수 폭탄’ 당에 던진 것” [공덕포차 시즌3 ep.21 엑기스]",한겨레TV,44829,1321,많은 평론이 나올 수 있지만 국민은 배신당하고 국민을 가지고 놀았다는것은 변할 수 없습니다. 반감투표가 무섭다는것을 볼 것입니다. 장성철교수님 정직하게 평론하세요.,48,장성철교수도  샤이 이잼이란 소문있어요 ㅎㅎㅎ,2
KRsW0whQIkA,"“윤석열, ‘안철수 폭탄’ 당에 던진 것” [공덕포차 시즌3 ep.21 엑기스]",한겨레TV,44829,1321,"앞으로 굿당에서 벌어질 일들을 예상해 본다.
지금 현재 굿당 내부에서는 4개의 파벌이 있는 것으로 보인다.
윤석열 마누라 김건희가 이끄는 주술파,  윤석열 자신의 윤핵관파,  굿당의 기득권을 가진 기득권파,
또철수로 새로 영입한 또철수파....
대선이 끝나고 이들 4개의 파벌이 벌일 일들이 끔찍하구나 ㅉㅉㅉ",20,하나 더 있습니다. 이준석 홍준표 유승민 같은 기득권이 별로 없는 떨거지파... ㅋ,2
KRsW0whQIkA,"“윤석열, ‘안철수 폭탄’ 당에 던진 것” [공덕포차 시즌3 ep.21 엑기스]",한겨레TV,44829,1321,"장 성철 교수님, 솔직하게 걱정스럽죠?
무지하고 부도덕한후보가 과연 뭘 할 수 있을까? 그 생각 속으론 하실것 같은데요",18,,
nl1PtXHqBBo,“결국 ‘윤일화’ 안철수가 받을 수 없다” VS “민주당의 헛발질 대응” [예언해줌 클립],한겨레TV,3797,167,"윤석열 지지하는 주변사람 없습니다.
반장선거도 아니고
우리에겐 능력있는 지도자가 국운을 좌지우지한다.
투표 잘합시다.",11,,
nl1PtXHqBBo,“결국 ‘윤일화’ 안철수가 받을 수 없다” VS “민주당의 헛발질 대응” [예언해줌 클립],한겨레TV,3797,167,"중앙일보 기자회견 윤석열 발언은
정상적인 대한민국 국민이라면
절대 용서 할 수 없는 발언 입니다",11,,
nl1PtXHqBBo,“결국 ‘윤일화’ 안철수가 받을 수 없다” VS “민주당의 헛발질 대응” [예언해줌 클립],한겨레TV,3797,167,윤이화?  안일화? 관심없다 이재명만 있을 뿐이다. 이재명 홧팅!!!,10,,
pgkQRj3evbQ,"윤석열 승! 홍준표의 20대 표, 안철수가 흡수 가능? [예언해줌]",한겨레TV,32387,656,"홍준표 지지자입니다.
이렇게된이상 안철수로 갈아탑니다.
조폭도 싫고, 초보도 싫고, 대통령 후보가 이렇게 없는것도 신기한 세상이네요",108,저랑같은생각,12
pgkQRj3evbQ,"윤석열 승! 홍준표의 20대 표, 안철수가 흡수 가능? [예언해줌]",한겨레TV,32387,656,홍준표의원님이 그러셧죠 대통령은 연습하는 자리가아니라고.... 윤석열은  연습이 많이 필요합니다 청약통장도 잘 모르면서 무슨 대통령을 합니까 다들 정신차려야됩니다 안철수로 뭉쳐야됩니다,25,,
pgkQRj3evbQ,"윤석열 승! 홍준표의 20대 표, 안철수가 흡수 가능? [예언해줌]",한겨레TV,32387,656,"난 정권교체 원하는 중도이지만, 도저히 수준미달의 5개월짜리 정치초짜 윤짜장에겐 나라 못 맡기겠다. 쥴리가 영부인되는건 도저히 못 보겠다. 대안이 없다. 안철수로 갈아탄다.",18,,
kyreyPpM0sM,"“불안한 후보, 윤석열” 그리고 안철수 변수  [공덕포차 시즌3 ep.05 엑기스]",한겨레TV,58726,2199,"윤석렬 쥴리랑 결혼 햇음
쥴리 수준에 맞쳐 살아
딱 쥴리 수준이야
감히 어딜 대통령
나라망신  쪽팔린다",35,,
kyreyPpM0sM,"“불안한 후보, 윤석열” 그리고 안철수 변수  [공덕포차 시즌3 ep.05 엑기스]",한겨레TV,58726,2199,"호텔 접대부 나가요걸도 영부인이
될 수 있는 평등한 세상....
기둥서방도 대통령이 될 수 있는
공평한 세상.... 
이것이  바로 ""노인의 힘""당 틀딱
들이 원하는  참된 세상이다!!
""사창가 쥴리를 세계속의
 몸빵정치인으로~~~""",27,,
kyreyPpM0sM,"“불안한 후보, 윤석열” 그리고 안철수 변수  [공덕포차 시즌3 ep.05 엑기스]",한겨레TV,58726,2199,"종목을 바꾼 그에게 최고의 코치가 필요히다 하셨는데, 있었습니다. 천공스승이라고...",22,,
dBXOmUeZtME,"TV토론 윤석열 VS 안철수, 20초 요약(?) + 구도 분석 #shorts",한겨레TV,50553,1503,윤석열  ㅋㅋㅋ IT전문가한테 까불다 줘 터졌네 ㅋ,30,,
dBXOmUeZtME,"TV토론 윤석열 VS 안철수, 20초 요약(?) + 구도 분석 #shorts",한겨레TV,50553,1503,성대모사 고퀄무엇..?ㅋㅋ,21,,
dBXOmUeZtME,"TV토론 윤석열 VS 안철수, 20초 요약(?) + 구도 분석 #shorts",한겨레TV,50553,1503,성대모사 오졌다 ㅋㅋ도리윤은 아니야,21,,
d91NE9AqZls,‘여가부 폐지!’ ‘멸공?’ 윤석열의 퇴행 정치 그리고 안철수의 약진 [예언해줌],한겨레TV,30518,1302,윤석열 저것이 대통령 후보라니 참 한심하다 지지자들도 걱정이되고 한심할까,23,"말씀에깊이 공감하고
존경합니다💞👏👏👍",3
d91NE9AqZls,‘여가부 폐지!’ ‘멸공?’ 윤석열의 퇴행 정치 그리고 안철수의 약진 [예언해줌],한겨레TV,30518,1302,김민아 명쾌한 평론 응원합니다,14,,
d91NE9AqZls,‘여가부 폐지!’ ‘멸공?’ 윤석열의 퇴행 정치 그리고 안철수의 약진 [예언해줌],한겨레TV,30518,1302,김수민 저 사람 조국 흑서 쓸 데 껴있던 사람인데 지금 윤석열에 대해서 뭐라고 말하나 들어보려 왔습니다.,13,"1. 책 쓸 때 거기 포함이 안 되었습니다.
2. '김건희는 정경심 시즌2' 이게 제 입장입니다.
3. 둘이 흡사하다는 게 이번 편에도 나옵니다. 43:31",5
k4PuGGJPBBk,"이재명-안철수-윤석열, 단일화 동상3몽 [예언해줌]",한겨레TV,13944,534,이것만 들으면... 선거 끝났네요. 사실관계를 잘 집어주시지않고 대충 뭉게서 뉘앙스만 전달하시네요. 경로당토크 같아요.,11,,
k4PuGGJPBBk,"이재명-안철수-윤석열, 단일화 동상3몽 [예언해줌]",한겨레TV,13944,534,"개나소나 평론가랍시고 
주접질을 너무 떠네요.",11,,
k4PuGGJPBBk,"이재명-안철수-윤석열, 단일화 동상3몽 [예언해줌]",한겨레TV,13944,534,"헐..모르는거 가르쳐 주면서 하는게 토론입니까?
평론가가 할만인가요? 
이재명은 친환경.에너지 정책이나 비젼을 보여주지 않아 질문을 한건데 내용 없이 던졌다구요?
간담회나 강연회도 아니고..
공약의 고심이 없음을 여실히 보여주는 토론 이었죠..",11,,
lSOELAcmbnI,"대선 D-8일 ‘윤-안 결별’, 미풍 혹은 태풍 혹은 역풍? [예언해줌]",한겨레TV,27182,937,김민하 김수민 김완 삼총사에 몇몇 평론가들 객원으로 주 3회 떠드는걸 보고싶어,5,,
lSOELAcmbnI,"대선 D-8일 ‘윤-안 결별’, 미풍 혹은 태풍 혹은 역풍? [예언해줌]",한겨레TV,27182,937,"평균적인 사고수준, 보통 수준의 문제해결능력을 갖추기만 했어도 그나마 국민이 덜 걱정합니다",5,,
lSOELAcmbnI,"대선 D-8일 ‘윤-안 결별’, 미풍 혹은 태풍 혹은 역풍? [예언해줌]",한겨레TV,27182,937,김수민 진정성있고  유쾌한 참 평론가네요  파이팅!!,5,좋아!  빠르게 가!!,2
PrRjrtk20FA,‘자리 나눠갖기’ 이면 합의? ‘묻지마 단일화’의 진실은? [#논썰｜EP.73],한겨레TV,35091,2336,심각한 역풍 예상.. 이런 더티한 공작정치를 끝내는 계기가 되어야.,15,,
PrRjrtk20FA,‘자리 나눠갖기’ 이면 합의? ‘묻지마 단일화’의 진실은? [#논썰｜EP.73],한겨레TV,35091,2336,"나의예언은 박빙이 아니였다 처음부터 바닥민심은 이재명이 앞서 있었다라는 나의 생각 다만 편향된 언론과 여론조사 또, 국민의힘의 과도한자신감이 착시현상을 낳고 있었다고본다 하지만 결과는 분명히 이재명이 승리한다 그이유는 현명한 국민이 있기에",14,,
PrRjrtk20FA,‘자리 나눠갖기’ 이면 합의? ‘묻지마 단일화’의 진실은? [#논썰｜EP.73],한겨레TV,35091,2336,간결한 설명 처음부터 끝까지 잘 들었습니다 안철수라는 사람은 정치를 할 사람은 아닌 것 같네요 이리 왔다 저리 갔다 마음을 제자리에 못 두고 정말 죽은 사람 앞에서 절대 절대 끝까지 간다고 말한 사람이 어떻게 인두 검을 쓰고 저렇게 계속 말을 바꿀까요 저런 사람이나 윤석열 윤석열 이나 우리나라를 맡긴다면 큰일 날 것 같습니다 안철수는 영원히 철수해야 됩니다 오늘 설명 잘 들었습니다,8,,
4c4hlY7mSxE,"이준석 사퇴의 속 사정...“신지예, 윤석열 대통령 되면 ‘심상정 총리-안철수 서울시장’ 가능하다 해” [예언해줌 클립]",한겨레TV,153118,3904,"●《한겨레구독자로서 응원드립니다》●
어쩜 이렇게 현정세와 국민의똥 놈들의 패악질의 속셈들을 정확히 간파하시는지 정말 존경스럽습니다. 
어차피 안될거 대선포기를 하고 당권과 지방선거 공천에만 혈안이된 하이에나놈들은 내년 대선과 지선통해 박멸하고 싹청소해야한다고 봅니다.

글고 지금도 잘구독하고 있는데 다음 동영상도 무척 기대됩니다. 앞으로도 기대에 어긋나지않는 동영상 부탁드립니다. 늘 건승하시고여~ 감사합니다.",18,,
