candidate_cluster,negative,positive,time_label
검찰개혁,1.0,0.0,1
모병제,0.5577709611451943,0.44222903885480574,1
사전투표,0.6257757296466974,0.37422427035330263,1
원전,1.0,0.0,1
윤석열,0.9473684210526315,0.05263157894736842,1
이재명,1.0,0.0,1
